,question,answer,query_duration,answer_present,average_precision
35181,when does old man with a gun come out,"September 28 , 2018",11,1,1.0
35182,who owns the kennedy compound in hyannis port,Ted Kennedy Jr .,6,1,1.0
35183,where does the last name cardoso come from,Portuguese,8,1,1.0
35184,what are the 2 types of cellular respiration,anaerobic metabolism,3,1,1.0
35185,what are the 2 types of cellular respiration,Aerobic metabolism,4,1,1.0
35186,who won the stanley cup playoffs in 2018,Washington Capitals,4,1,1.0
35187,when does mcdonalds come out with shamrock shakes,during the months of February and March,8,1,1.0
35188,where was the we can do it poster made,"East Pittsburgh , Pennsylvania",20,1,1.0
35189,when did season 2 of seven deadly sins come out,"January 13 , 2018",7,0,0.0
35190,who sang the song your nobody called today,American country music artist Sylvia,25,0,0.0
35191,who first suggested a mother's day holiday in the united states,Ann Jarvis,10,0,0.0
35192,who pitched the first no-hitter in twins history,Walter Johnson,4,1,1.0
35193,when does phantom of the opera take place,1911,9,1,1.0
35194,miracidium is a larval stage in the development of,trematode,4,1,1.0
35195,who wrote the song in spite of ourselves,John Prine,6,1,1.0
35196,first winner of rupaul's drag race all stars,Chad Michaels,5,1,1.0
35197,who sang i've got the key i've got the secret,Urban Cookie Collective,3,0,0.0
35198,where does the last name wolff come from,German origin,10,0,0.0
35199,who scored the first ever world cup final goal in 1930,Pablo Dorado,29,1,1.0
35200,who is the ceo of sears holding corporation,Edward Scott `` Eddie '' Lampert,6,0,0.0
35201,cat has one blue eye and one green,odd - eyed cat,6,1,1.0
35202,the supervisor program of the operating system is also known as the,supervisor,13,1,1.0
35203,who came to india first dutch or portuguese,Portuguese,5,1,1.0
35204,when was the first horse drawn carriage invented,First century BC,10,1,1.0
35205,how many planes are in the delta fleet,855,9,1,1.0
35206,what is the silent sam statue in chapel hill,a memorial to the Confederate alumni who lost their lives in the American Civil War and all students who joined the Confederate States Army,14,1,1.0
35207,what day is the united states marine corps birthday,10 November,14,1,1.0
35208,what is a chain of underwater mountains called,Seamount chains,4,0,0.0
35209,what is old major role in animal farm,proposes a solution to the animals ' desperate plight on Manor Farm under the Jones administration and inspires thoughts of a rebellion,7,0,0.0
35210,which protein is responsible for the breakdown of a fibrin clot,plasmin,17,0,0.0
35211,what is the purpose of a candle wick,holds the flame of an oil lamp or candle,2,1,1.0
35212,who wrote you know i'm no good,Amy Winehouse,6,0,0.0
35213,what is the population of crested butte colorado,"1,487",5,1,1.0
35214,who is the death angel in the bible,The Destroying Angel,4,1,1.0
35215,what's the main train station in edinburgh called,Waverley,5,1,1.0
35216,what's the main train station in edinburgh called,Edinburgh Waverley railway station,6,1,1.0
35217,where do you find the only temple of brahma in rajasthan,at Pushkar in the Indian state of Rajasthan,18,1,1.0
35218,phenothiazines such as chlorpromazine were the first type of,antipsychotic,4,1,1.0
35219,what does the i on bmw stand for,plug - in electric vehicles,16,1,1.0
35220,how many episode in the originals season 4,13,15,1,1.0
35221,what is a processor in a mobile phone,can be throttled down to different power levels or sections of the chip can be turned off entirely when not in use,2,1,1.0
35222,what is the meaning of lol in text message,laugh ( ing ) out loud,2,1,1.0
35223,who played the female lead in the avengers,Tara King ( Linda Thorson ),6,1,1.0
35224,who played the female lead in the avengers,Cathy Gale ( Honor Blackman ),9,1,1.0
35225,who played the female lead in the avengers,Emma Peel ( Diana Rigg ),4,1,1.0
35226,who did red john turn out to be,Thomas McAllister,6,1,1.0
35227,who was the nba championship trophy named after,Larry O'Brien,8,1,1.0
35228,what is a good shooting percentage in nba,. 500 ( 50 % ),5,0,0.0
35229,where did anne with an e take place,"Green Gables , on the outskirts of the town of Avonlea , on Prince Edward Island .",7,1,1.0
35230,who won the us open in golf this year,Brooks Koepka,7,0,0.0
35231,where did anything you can do i can do better come from,Annie Get Your Gun,14,1,1.0
35232,where did the name crohn's disease come from,Burrill Bernard Crohn,6,0,0.0
35233,who does the theme song for luke cage,Muhammad,8,1,1.0
35234,who does the theme song for luke cage,Younge,4,1,1.0
35235,who played will robinson on the original lost in space,Charles William Mumy Jr.,9,0,0.0
35236,what is the name given to rereading and correcting a story,Proofreading,9,0,0.0
35237,motor control of the face is the function of what nerve,cranial,14,1,1.0
35238,when did the kraft heinz merger take place,2015,7,1,1.0
35239,when did the song same love come out,2012,19,0,0.0
35240,who was supposed to play catwoman in batman returns,Annette Bening,6,1,1.0
35241,who wrote the song we'll meet again,Hughie Charles,5,1,1.0
35242,who wrote the song we'll meet again,Ross Parker,5,1,1.0
35243,who is the head of provincial government of nepal,the Chief Minister,18,1,1.0
35244,where is the home of the juicy lucy,Minneapolis,2,1,1.0
35245,who illuminated the original document of constitution of indi,artists from Shantiniketan including Beohar Rammanohar Sinha and Nandalal Bose,8,0,0.0
35246,what day of the week do amish worship,Sunday,33,1,1.0
35247,who won the 2016 all ireland hurling final,Tipperary,5,1,1.0
35248,what is the flower in a midsummer night's dream,V. tricolor,4,0,0.0
35249,when did gas monkey bar and grill open,September 2013,6,1,1.0
35250,who wrote the music for muppets most wanted,Bret McKenzie,6,1,1.0
35251,who wrote the song am i losing you,Jim Reeves,19,1,1.0
35252,how many seasons were there for stargate atlantis,five,19,1,1.0
35253,what was the mother tongue of the mughals,Chaghatai Turkic,29,0,0.0
35254,what region of france is the dordogne in,Nouvelle - Aquitaine between the Loire Valley and the Pyrenees,3,1,1.0
35255,who married ted on how i met your mother,"Tracy McConnell , better known as `` The Mother ''",13,1,1.0
35256,how much money has the movie elf made,$220 million,28,0,0.0
35257,the whistling sound produced due to the movement of air through narrow airways is called,"Respiratory sounds , breath sounds , or lung sounds",26,0,0.0
35258,when did the state of texas initiate the top 10 percent plan,in 1997,17,0,0.0
35259,when did south america and north america join,around three million years ( Ma ) ago during the Piacenzian age,6,0,0.0
35260,what is the meaning of prince of cambridge,a hereditary title of specific rank of nobility in the British Royal Family,5,0,0.0
35261,who sings danke schoen in fools rush in,Wayne Newton,19,1,1.0
35262,who plays james on a place to call home,David Berry,5,0,0.0
35263,where do wax worms live in the wild,as nest parasites in bee colonies,15,0,0.0
35264,who plays lucy in the lion the witch and the wardrobe,Georgie Henley,3,0,0.0
35265,when was the last time arthur's seat erupted,lava samples have been dated at 341 to 335 million years old,5,0,0.0
35266,when was the last time the olympics were held in greece,2004,19,1,1.0
35267,benefit of fasting on the day of arafah,expiates the sins of the preceding year and the coming year .,6,1,1.0
35268,when was david bowie's first album released,1 June 1967,8,1,1.0
35269,who won the asia cup cricket tournament 2010,India,5,1,1.0
35270,how many rhs gardens are there in england,four,3,0,0.0
35271,convection in the earth's mantle involves the movement of,convection currents carrying heat from the interior of the Earth to the surface,9,1,1.0
35272,who wrote the assyrian came down like a wolf on the fold,Lord Byron,5,1,1.0
35273,where in the uk were the anchors and chains for the rms titanic made,Netherton,5,1,1.0
35274,after the fall of communism the yugoslavian republics began to,final downfall and breakup of the federation,9,0,0.0
35275,after the fall of communism the yugoslavian republics began to,Yugoslav Wars,8,0,0.0
35276,where is the original billy goat tavern in chicago,1855 W. Madison St.,6,1,1.0
35277,in the lay of sir launfal who denounces sir launfal to king arthur,Guenevere,12,1,1.0
35278,when was the university of south carolina established,"December 19 , 1801",8,1,1.0
35279,tekken why is nina in a wedding dress,infiltrating a mafia wedding ... posing as the bride,2,1,1.0
35280,who said don't confuse me with the facts,Earl Fredrick Landgrebe,11,0,0.0
35281,who identified the symptoms of the disorder we now call adhd,"Melchior Adam Weikard , a prominent German physician",7,0,0.0
35282,where does the dude live in the big lebowski,Los Angeles,7,1,1.0
35283,what is the difference between flavor and flavour,spelling differences,7,1,1.0
35284,which parts of mustard plant can be eaten,edible leaves,4,1,1.0
35285,which parts of mustard plant can be eaten,Mustard seed,8,1,1.0
35286,where is solar thermal energy used in australia,"Liddell Power Station , New South Wales",3,1,1.0
35287,who played young elizabeth swann in pirates of the caribbean,Dryzek,17,1,1.0
35288,when was the canon of the bible finalized,by the 5th century,26,0,0.0
35289,where does the last name olson come from,Scandinavian origin,18,0,0.0
35290,degree of workability is high when slump is,> 100 mm,4,1,1.0
35291,how many episodes are there in sailor moon,200,5,1,1.0
35292,what kind of music is new orleans known for,jazz,7,1,1.0
35293,who says you can't go home year,2006,10,1,1.0
35294,what do we call the currency of australia,The Australian dollar,8,0,0.0
35295,total number of reserved st seats in lok sabha,47,10,0,0.0
35296,which of the following is si based on,metre -- kilogram -- second system of units ( MKS ),3,0,0.0
35297,the groove in a shaft for a key is called a,"the shaft and rotating machine element must have a keyway and a keyseat , which is a slot and pocket in which the key fits",4,0,0.0
35298,when was lee statue erected in new orleans,February 22,4,1,1.0
35299,when was lee statue erected in new orleans,1884,8,1,1.0
35300,who is the manager of the seattle mariners,Scott Daniel Servais,5,0,0.0
35301,who is the mayor of salt lake city utah,Jackie Biskupski,5,0,0.0
35302,when does the english cricket season start 2018,1 April,5,1,1.0
35303,what is the difference between series and parallel transmission of bits,the number of electrical conductors used at the physical layer to convey bits,5,0,0.0
35304,when did the lawrence welk show begin and end,1982,21,1,1.0
35305,when did the lawrence welk show begin and end,1951,14,1,1.0
35306,who sings the song always stay humble and kind,Tim McGraw,15,1,1.0
35307,in october 2017 which country declared that the trade agreement with pakistan has been expired,Afghanistan,19,1,1.0
35308,how many villages are there in phek district,117,13,1,1.0
35309,what is the most important job of the skull,supports the structures of the face,5,1,1.0
35310,what is the most important job of the skull,protective cavity for the brain,5,1,1.0
35311,la belle indifference is a characteristic that most often is associated with,conversion disorder,17,0,0.0
35312,where was the first wegmans grocery store built,Rochester suburb of Gates,10,1,1.0
35313,where does the last name dominguez come from,Spanish,13,0,0.0
35314,where is the biggest aquarium in the world located,Marine Life Park in Singapore,9,0,0.0
