,question,answer,query_duration,answer_present,average_precision
6367,release date of kya kool hai hum 3,"January 22 , 2016",3,0,0.0
6368,where do the red sox go for spring training,"Fort Myers in Lee County , Florida , United States",12,1,1.0
6369,what are the major landforms in the canadian shield,James,7,1,1.0
6370,what are the major landforms in the canadian shield,Laurentian Upland,16,1,1.0
6371,what are the major landforms in the canadian shield,Kazan Region,3,1,1.0
6372,what are the major landforms in the canadian shield,Davis,12,1,1.0
6373,what are the major landforms in the canadian shield,Hudson,9,1,1.0
6374,what is the uncertainty principle with respect to momentum and position,"a fundamental limit to the precision with which certain pairs of physical properties of a particle , known as complementary variables , such as position x and momentum p , can be known",3,1,1.0
6375,where is west chester ohio on the map,"situated between Sharonville and Liberty Township , about 18 miles ( 29 km ) north of Cincinnati",4,1,1.0
6376,the first time a corporation sells its stock to the public is known as an,initial public offering,6,1,1.0
6377,who starred in the original film far from the madding crowd,Peter Finch,8,1,1.0
6378,who starred in the original film far from the madding crowd,Julie Christie,22,1,1.0
6379,who starred in the original film far from the madding crowd,Alan Bates,10,1,1.0
6380,who starred in the original film far from the madding crowd,Terence Stamp,11,1,1.0
6381,where does the eurostar go from in london,Paris,12,1,1.0
6382,where does the eurostar go from in london,Avignon,10,1,1.0
6383,where does the eurostar go from in london,Brussels,11,1,1.0
6384,where does the eurostar go from in london,Lille,4,1,1.0
6385,where does the eurostar go from in london,Lyon,4,1,1.0
6386,where does the eurostar go from in london,Marseille,5,1,1.0
6387,what was peter gabriel's last album with genesis,The Lamb Lies Down on Broadway,4,1,1.0
6388,when is season 9 of charmed coming out,June 2010,13,1,1.0
6389,when was the 24 second shot clock introduced,the 1954 -- 55 season,5,1,1.0
6390,where is the septum located in the heart,"is directed obliquely backward to the right , and curved with the convexity toward the right ventricle",2,0,0.0
6391,who won the women's ncaa in 2017,South Carolina,9,1,1.0
6392,the inferior portion of the pharynx which extends from the epiglottis to the esophagus is the,laryngopharynx,15,1,1.0
6393,where did the red bull guy jump from,39 kilometres ( 24 mi ),9,0,0.0
6394,what 6th period metal is liquid at room temperature,bromine,4,0,0.0
6395,what 6th period metal is liquid at room temperature,Mercury,10,1,1.0
6396,who sang female vocals on i would do anything for love,Lorraine Crosby,15,1,1.0
6397,who said outside the church there is no salvation,"Saint Cyprian of Carthage , a bishop of the 3rd century",13,0,0.0
6398,who is the character huck finn based on,"based on Tom Blankenship , the real - life son of a sawmill laborer and sometime drunkard named Woodson Blankenship , who lived in a `` ramshackle '' house near the Mississippi River behind the house where the author grew up in Hannibal , Missouri .",7,0,0.0
6399,when did gta 5 come out for xbox one,November 2014,7,1,1.0
6400,how many night of the museum movies are there,three,9,0,0.0
6401,what is dr seuss one fish two fish about,about a boy and a girl named Jay and Kay and the many amazing creatures they have for friends and pets,8,1,1.0
6402,who plays richard castle in the tv series castle,Nathan Fillion,5,1,1.0
6403,by manipulating a buffer overflow an attacker can jump,"to an instruction already in memory which will make a second jump , this time relative to the pointer ; that second jump will branch execution into the shellcode",3,1,1.0
6404,what is the typical pressure at which an oil burner operates,usually 100psi,5,1,1.0
6405,when is black butler book of atlantic coming out in america,on June 14 in a dubbed format,13,1,1.0
6406,when is black butler book of atlantic coming out in america,on June 12 in a subtitled - only format,7,1,1.0
6407,who sings theme song on sons of anarchy,Curtis Stigers & The Forest Rangers,5,0,0.0
6408,where can i find el shaddai in the bible,Ezekiel,10,1,1.0
6409,where can i find el shaddai in the bible,Genesis,5,1,1.0
6410,where can i find el shaddai in the bible,Exodus,9,1,1.0
6411,when did the parliament of india adopt the indo us civil nuclear deal,"July 22 , 2008",27,1,1.0
6412,what is the meaning of tbsp and tsp,"tbsp. is usually used to refer to a tablespoon , to differentiate it from the smaller teaspoon ( tsp . )",6,1,1.0
6413,de donde es el area 722 en usa,east central Florida,6,0,0.0
6414,de donde es el area 722 en usa,the Treasure Coast of the state of Florida,7,0,0.0
6415,where is the street where the beatles crossed,City of Westminster in London,14,0,0.0
6416,where is the street where the beatles crossed,borough of Camden,11,0,0.0
6417,who played natalie on one life to live,Melissa Archer,8,1,1.0
6418,which native civilization lived in the region that is now eastern and southern mexico,The Maya civilization,10,0,0.0
6419,when is freestyle skiing in the 2018 olympics,between 9 and 23 February 2018,2,1,1.0
6420,of which religion is the avesta a sacred book,Zoroastrianism,2,1,1.0
6421,what type of healthcare system does china have,both public and private,13,1,1.0
6422,where was the nuclear test ban treaty signed,Moscow,4,1,1.0
6423,who sings always have to steal my kisses,Ben Harper & the Innocent Criminals,11,1,1.0
6424,who wrote we have all the time in the world,music was composed by John Barry and the lyrics by Hal David,14,1,1.0
6425,when was the emergence of the english court system,1189,15,0,0.0
6426,how big is the white mountain national forest,"750,852 acres ( 303,859 ha ) ( 1,225 sq mi )",7,1,1.0
6427,when was harry potter and the half blood prince published,16 July 2005,8,1,1.0
6428,when does the new season of greenhouse academy start,March 2018,5,1,1.0
6429,first person to get nobel prize in economics,Jan Tinbergen,5,1,1.0
6430,first person to get nobel prize in economics,Ragnar Frisch,15,1,1.0
6431,when was the first computer sold to consumers,1981,11,0,0.0
6432,who wrote the song me myself and i,Robert Waller,5,1,1.0
6433,who wrote the song me myself and i,Beyoncé,4,1,1.0
6434,who wrote the song me myself and i,Scott Storch,7,1,1.0
6435,what is an example of a global commons,the atmosphere,6,1,1.0
6436,who makes the diesel engine in the jeep liberty,VM Motori,6,1,1.0
6437,who won the mens olympic figure skating 2018,Yuzuru Hanyu,9,1,1.0
6438,the wainwright building in st. louis is an example of,the first early skyscrapers in the world,4,1,1.0
6439,did pokemon start as a game or a show,video games,4,0,0.0
6440,who votes in pa special election march 13,Pennsylvania 's 18th congressional district,8,0,0.0
6441,who did de gea used to play for,Atlético Madrid,16,1,1.0
6442,who plays alison in pretty little liars tv show,Sasha Pieterse,13,1,1.0
6443,how many cars use the dartford crossing each day,"over 130,000",7,1,1.0
6444,when does the 12th doctor get his sonic screwdriver,In the last episode of Series 9,6,1,1.0
6445,who traced the course of the niger in africa,Mungo Park,12,1,1.0
6446,when do they leave the farm walking dead,`` Beside the Dying Fire '',5,1,1.0
6447,who plays jesus in the passion of christ,James Patrick Caviezel,11,0,0.0
6448,1 armstrong is equal to how many metres,10 m ( one ten - billionth of a metre ),14,0,0.0
6449,when does ex on the beach start season 9,15 August 2018,6,1,1.0
6450,british show about the end of the world,"You , Me and the Apocalypse",7,0,0.0
6451,what is a partial motion for summary judgment,a court may award judgment summarily upon fewer than all claims,4,1,1.0
6452,who is the movie frankie and alice based on,a popular go - go dancer / stripper in the 1970s who suffers from dissociative identity disorder,6,1,1.0
6453,which episode of the office did jj abrams direct,`` Cocktails '',16,1,1.0
6454,mere sapno ki rani kab aayegi tu shooting location,the toy train in Darjeeling ( Darjeeling Himalayan Railway ),3,1,1.0
6455,who plays stitch on young and the restless,Sean Carrigan,4,0,0.0
6456,where are the most of the members of opec located,Middle Eastern,3,1,1.0
6457,what does av on a tv stand for,audio / visual,10,1,1.0
6458,where does the lily of the valley grow,"throughout the cool temperate Northern Hemisphere in Asia , and Europe",4,1,1.0
6459,when was the constitution of the united states signed,"on September 17 , 1787",16,1,1.0
6460,what kind of tree does a coconut grow on,The coconut tree ( Cocos nucifera ),6,1,1.0
6461,where does most of the chicken in the us come from,closer to major cities,17,0,0.0
6462,when do the haves and the have nots return to tv,"May 1 , 2018",25,1,1.0
6463,where is wwe wrestlemania going to be in 2018,"the Mercedes - Benz Superdome in New Orleans , Louisiana",3,1,1.0
6464,who played richard de vere in to the manor born,Peter Bowles,4,1,1.0
6465,once upon a time in mumbai real character,Dawood Ibrahim,4,1,1.0
6466,once upon a time in mumbai real character,Haji Mastan,11,0,0.0
6467,when did myrtle beach air force base close,31 March 1993,6,1,1.0
6468,who plays phil dunphy father on modern family,Frederick Charles `` Fred '' Willard,5,0,0.0
6469,the last name of the royal family of england,Windsor,9,1,1.0
6470,who is jay park asia's got talent,judge for the second season,11,1,1.0
6471,who played floyd on the andy griffith show,Howard Terbell McNear,14,0,0.0
6472,who plays jimmy on the secret life of the american teenager,Coffey,6,0,0.0
6473,who wrote the book james and the giant peach,Roald Dahl,9,1,1.0
6474,when did chris paul join the houston rockets,In 2017,12,0,0.0
6475,who won season 3 of great british bake off,John Whaite,14,1,1.0
6476,how many seasons of dawson's creek is there,six,8,0,0.0
6477,what is the meaning of vyapam in hindi,Madhya Pradesh Professional Examination Board,3,1,1.0
6478,who participated in the lower canada rebellion of 1837,British colonial power of that province,7,1,1.0
6479,who participated in the lower canada rebellion of 1837,rebels of Lower Canada ( now Quebec ),3,1,1.0
6480,when will the first tesla model 3 be delivered,"July 7 , 2017",5,1,1.0
6481,where do the blood vessels in the mesenteries lead,a large portion of the gastrointestinal tract,10,0,0.0
6482,how many pythons are there in the everglades,"at least 30,000 and upwards of 300,000",6,0,0.0
6483,who sang may the good lord bless and keep you,Meredith Willson,13,1,1.0
6484,when was suez canal built and by whom,between 1859 and 1869,21,1,1.0
6485,when was suez canal built and by whom,Suez Canal Company,5,1,1.0
6486,when did the acer chromebook 15 come out,January 2015,10,1,1.0
6487,what is the screw for on a zippo lighter,keeps the flint in constant contact with the exterior flint - wheel,5,1,1.0
6488,where to get a gun carry permit in tn,the Department of Safety,10,0,0.0
6489,who wrote i'd rather drink muddy water,Gordon,10,0,0.0
6490,who confirms judicial appointments to the federal courts,the United States Senate,4,0,0.0
6491,what does power of appointment mean in a will,the ability of the testator ( the person writing the will ) to select a person who will be given the authority to dispose of certain property under the will,4,1,1.0
6492,where was the movie time after time filmed,San Francisco,8,1,1.0
6493,what is an example of a sutural bone,Inca bone,8,0,0.0
6494,what time does jewish sabbath start and end,a few minutes before sunset on Friday evening until the appearance of three stars in the sky on Saturday night,6,0,0.0
6495,the degree to which a test actually measures what it supposed to measure,Validity,20,0,0.0
6496,when does lucas and peyton leave one tree hill,finale,13,1,1.0
6497,when does lucas and peyton leave one tree hill,Season six,5,0,0.0
